id,notification_id,scan_result_bssid_id,ssid_id,phy_id,bss_type_id,phy_type_id,capabilities,rssi,link_quality,beacon_period_native,channel_center_freq_khz,rates_string,is_fake_ap,auth_algo_id,cipher_algo_id,is_connected,id,scan_result_id,ie_list_text,id,vendor_id,mac_mask,net_mask,is_reserved,id,scan_result_id,element_id,value,id,scan_result_id,ssid_name,id,interface_uid,interface_description,interface_state,name_connected,ssid_open,connection_type,connection_mode,authentication,encryption,key,use_one_x,eap_method_type_id,id,vendor_name,id,vendor_id,is_reserved_by_vendor,bssid,mac,result
1,1,1,,0,1,8,5393,-64,60,100,5785000,6; 9; 12; 18; 24; 36; 48; 54,0,6,4,0,1,1,"SSID: 
PHY ID: 0
BSSID: 70:03:7E:3B:E3:42
BSS Type: Infrastructure
BSS PHY Type: Vht
RSSI: -64
Link quality: 60
In Regulatory Domain: True
Beacon Interval: 00:00:00.1024000
Timestamp: 197028511750
Host Timestamp: 132716228629314430
Capabilities: Ess, Privacy, SpectrumMgmt, ShortSlotTime, RadioMeasurement (1511)
Channel Center Frequency (kHz): 5785000
Rates (Mbps): 6; 9; 12; 18; 24; 36; 48; 54
IE size: 282

Element ID: Ssid (0)
Length: 0
Value: 

Element ID: SupportedRates (1)
Length: 8
Value: 6; 9; 12; 18; 24; 36; 48; 54

Element ID: DsssParameterSet (3)
Length: 1
Value: 157

Element ID: Tim (5)
Length: 4
Hex: 0x01 0x03 0x00 0x00
String: ....

Element ID: Country (7)
Length: 64
Hex: 0x43 0x41 0x20 0x24 0x01 0x1E 0x28 0x01 0x1E 0x2C 0x01 0x1E 0x30 0x01 0x1E 0x34 0x01 0x18 0x38 0x01 0x18 0x3C 0x01 0x18 0x40 0x01 0x18 0x64 0x01 0x18 0x68 0x01 0x18 0x6C 0x01 0x18 0x70 0x01 0x18 0x84 0x01 0x18 0x88 0x01 0x18 0x8C 0x01 0x18 0x90 0x01 0x18 0x95 0x01 0x1E 0x99 0x01 0x1E 0x9D 0x01 0x1E 0xA1 0x01 0x1E 0x00
String: CA..........0..4..8........d..h..l..p...........................

Element ID: PowerConstraint (32)
Length: 1
Hex: 0x00
String: .

Element ID: 195 (195)
Length: 5
Hex: 0x02 0x1E 0x1E 0x1E 0x1E
String: .....

Element ID: Erp (42)
Length: 1
Hex: 0x00
String: .

Element ID: HtCapabilities (45)
Length: 26
Hex: 0xEF 0x01 0x17 0xFF 0xFF 0xFF 0xFF 0xFE 0xFF 0xFF 0xFF 0xFF 0x1F 0x00 0x00 0x01 0x00 0x00 0x00 0x00 0x00 0x18 0xE6 0xE7 0x19 0x00
String: ï..ÿÿÿÿþÿÿÿÿ..........æç..

Element ID: HtOperation (61)
Length: 22
Hex: 0x9D 0x05 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: ......................

Element ID: VendorSpecific (221)
Length: 24
Hex: 0x00 0x50 0xF2 0x02 0x01 0x01 0x85 0x00 0x03 0xA4 0x00 0x00 0x27 0xA4 0x00 0x00 0x42 0x43 0x5E 0x00 0x62 0x32 0x2F 0x00
String: .Pò.............BC..b2..

Element ID: Rsn (48)
Length: 20
Version = 1
Group Data Cipher Suite = Ccmp (04AC0F00)
Pairwise Cipher Suite List = Ccmp (04AC0F00)
AKM Suite List = Psk (02AC0F00)
Capabilities = PtksaReplayCounter1, GtksaReplayCounter1 (0000)

Element ID: 191 (191)
Length: 12
Hex: 0xB2 0x78 0xCF 0x3F 0xAA 0xFF 0x00 0x00 0xAA 0xFF 0x00 0x00
String: .xÏ.ªÿ..ªÿ..

Element ID: 192 (192)
Length: 5
Hex: 0x01 0x9B 0x00 0xFC 0xFF
String: ...üÿ

Element ID: VendorSpecific (221)
Length: 34
Hex: 0x00 0x26 0x86 0x01 0x03 0x00 0xDD 0x00 0x00 0x00 0x26 0x08 0x0E 0x16 0x00 0x6C 0x02 0x30 0x5F 0x31 0xFD 0x68 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x40 0x00 0x0F 0xFF
String: ......Ý........l.0.1ýh...........ÿ

Element ID: VendorSpecific (221)
Length: 6
Hex: 0x00 0x26 0x86 0x17 0x00 0x00
String: ......

Element ID: ExtendedCapabilities (127)
Length: 8
Hex: 0x01 0x00 0x08 0x02 0x00 0x40 0x00 0x40
String: ........

Element ID: RmEnabledCapabilities (70)
Length: 5
Hex: 0x72 0x00 0x00 0x00 0x00
String: r....",1,1,0,0,0,1,1,0,,1,1,Shaun 2.4GHz,1,�'t�`K��s�i�,Intel(R) Dual Band Wireless-AC 3165,1,Alldrunkards,Alldrunkards,ESS,auto,WPA2PSK,AES,NoPassw0rd1@3,0,,1,Unknown,1,1,0,70037E3BE342,7.35E+13,1
2,1,2,,0,1,7,5425,-87,21,100,2462000,6; 9; 12; 18; 24; 36; 48; 54,0,6,4,0,2,2,"SSID: 
PHY ID: 0
BSSID: 88:9E:68:46:D8:79
BSS Type: Infrastructure
BSS PHY Type: Ht
RSSI: -87
Link quality: 21
In Regulatory Domain: True
Beacon Interval: 00:00:00.1024000
Timestamp: 197028646917
Host Timestamp: 132716228628088093
Capabilities: Ess, Privacy, ShortPreamble, SpectrumMgmt, ShortSlotTime, RadioMeasurement (1531)
Channel Center Frequency (kHz): 2462000
Rates (Mbps): 6; 9; 12; 18; 24; 36; 48; 54
IE size: 215

Element ID: Ssid (0)
Length: 0
Value: 

Element ID: SupportedRates (1)
Length: 8
Value: 6; 9; 12; 18; 24; 36; 48; 54

Element ID: DsssParameterSet (3)
Length: 1
Value: 11

Element ID: Tim (5)
Length: 4
Hex: 0x00 0x03 0x00 0x00
String: ....

Element ID: Country (7)
Length: 6
Hex: 0x43 0x41 0x20 0x01 0x0B 0x1E
String: CA....

Element ID: _20_40BssCoexistence (72)
Length: 1
Hex: 0x00
String: .

Element ID: OverlappingBssScanParameters (74)
Length: 14
Hex: 0x14 0x00 0x0A 0x00 0xC8 0x00 0xC8 0x00 0x14 0x00 0x05 0x00 0x19 0x00
String: ....È.È.......

Element ID: PowerConstraint (32)
Length: 1
Hex: 0x00
String: .

Element ID: Erp (42)
Length: 1
Hex: 0x00
String: .

Element ID: HtCapabilities (45)
Length: 26
Hex: 0xAD 0x01 0x17 0xFF 0xFF 0x00 0x00 0x7E 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x01 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: ...ÿÿ.....................

Element ID: HtOperation (61)
Length: 22
Hex: 0x0B 0x08 0x01 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: ......................

Element ID: VendorSpecific (221)
Length: 24
Hex: 0x00 0x50 0xF2 0x02 0x01 0x01 0x87 0x00 0x03 0xA4 0x00 0x00 0x27 0xA4 0x00 0x00 0x42 0x43 0x5E 0x00 0x62 0x32 0x2F 0x00
String: .Pò.............BC..b2..

Element ID: Rsn (48)
Length: 20
Version = 1
Group Data Cipher Suite = Ccmp (04AC0F00)
Pairwise Cipher Suite List = Ccmp (04AC0F00)
AKM Suite List = Psk (02AC0F00)
Capabilities = PtksaReplayCounter1, GtksaReplayCounter1 (0000)

Element ID: VendorSpecific (221)
Length: 34
Hex: 0x00 0x26 0x86 0x01 0x03 0x00 0xDD 0x00 0x00 0x00 0x26 0x08 0x0E 0x16 0x00 0x6C 0x02 0x30 0x5F 0x31 0xFD 0x68 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x40 0x00 0x0F 0xFF
String: ......Ý........l.0.1ýh...........ÿ

Element ID: VendorSpecific (221)
Length: 6
Hex: 0x00 0x26 0x86 0x17 0x00 0x00
String: ......

Element ID: ExtendedCapabilities (127)
Length: 8
Hex: 0x01 0x00 0x08 0x02 0x00 0x40 0x00 0x40
String: ........

Element ID: RmEnabledCapabilities (70)
Length: 5
Hex: 0x72 0x00 0x00 0x00 0x00
String: r....",2,2,0,16777215,0,2,1,1,6; 9; 12; 18; 24; 36; 48; 54,2,1,CB,2,�'t�`K��s�i�,Intel(R) Dual Band Wireless-AC 3165,1,LakeheadU,LakeheadU,ESS,auto,WPA2,AES,,1,25,2,"Officially Xerox, but 0:0:0:0:0:0 is more common",2,1,0,889E6846D879,1.34E+14,1
3,1,3,Shaun 2.4GHz,0,1,7,3121,-95,8,100,2462000,1; 2; 5.5; 11; 9; 18; 36; 54; 6; 12; 24; 48,0,7,4,0,3,3,"SSID: Shaun 2.4GHz
PHY ID: 0
BSSID: D8:B6:B7:2A:81:03
BSS Type: Infrastructure
BSS PHY Type: Ht
RSSI: -95
Link quality: 8
In Regulatory Domain: True
Beacon Interval: 00:00:00.1024000
Timestamp: 3523859763534
Host Timestamp: 132716228627492668
Capabilities: Ess, Privacy, ShortPreamble, ShortSlotTime, Apsd (0C31)
Channel Center Frequency (kHz): 2462000
Rates (Mbps): 1; 2; 5.5; 11; 9; 18; 36; 54; 6; 12; 24; 48
IE size: 256

Element ID: Ssid (0)
Length: 12
Value: Shaun 2.4GHz

Element ID: SupportedRates (1)
Length: 8
Value: 1; 2; 5.5; 11; 9; 18; 36; 54

Element ID: DsssParameterSet (3)
Length: 1
Value: 11

Element ID: ExtendedSupportedRates (50)
Length: 4
Value: 6; 12; 24; 48

Element ID: Country (7)
Length: 6
Hex: 0x47 0x42 0x20 0x01 0x0B 0x14
String: GB....

Element ID: ApChannelReport (51)
Length: 8
Hex: 0x20 0x01 0x02 0x03 0x04 0x05 0x06 0x07
String: ........

Element ID: ApChannelReport (51)
Length: 8
Hex: 0x21 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B
String: ........

Element ID: Tim (5)
Length: 4
Hex: 0x00 0x01 0x00 0x30
String: ...0

Element ID: VendorSpecific (221)
Length: 49
Hex: 0x00 0x50 0xF2 0x04 0x10 0x4A 0x00 0x01 0x10 0x10 0x44 0x00 0x01 0x02 0x10 0x47 0x00 0x10 0x27 0xA9 0xA0 0xBC 0x14 0x9D 0x4D 0xD5 0xAB 0x68 0xD8 0xB6 0xB7 0x2A 0x81 0x03 0x10 0x3C 0x00 0x01 0x01 0x10 0x49 0x00 0x06 0x00 0x37 0x2A 0x00 0x01 0x20
String: .Pò..J....D....G........MÕ.hØ...........I...7....

Element ID: Erp (42)
Length: 1
Hex: 0x00
String: .

Element ID: HtCapabilities (45)
Length: 26
Hex: 0xEE 0x11 0x17 0xFF 0xFF 0x00 0x00 0x01 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: î..ÿÿ.....................

Element ID: HtOperation (61)
Length: 22
Hex: 0x0B 0x07 0x06 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: ......................

Element ID: OverlappingBssScanParameters (74)
Length: 14
Hex: 0x14 0x00 0x0A 0x00 0x2C 0x01 0xC8 0x00 0x14 0x00 0x05 0x00 0x19 0x00
String: ......È.......

Element ID: ExtendedCapabilities (127)
Length: 1
Hex: 0x01
String: .

Element ID: Rsn (48)
Length: 20
Version = 1
Group Data Cipher Suite = Ccmp (04AC0F00)
Pairwise Cipher Suite List = Ccmp (04AC0F00)
AKM Suite List = Psk (02AC0F00)
Capabilities = PtksaReplayCounter1, GtksaReplayCounter1 (0000)

Element ID: VendorSpecific (221)
Length: 24
Hex: 0x00 0x50 0xF2 0x02 0x01 0x01 0x80 0x00 0x03 0xA4 0x00 0x00 0x27 0xA4 0x00 0x00 0x42 0x43 0x5E 0x00 0x62 0x32 0x2F 0x00
String: .Pò.............BC..b2..

Element ID: BssLoad (11)
Length: 5
Hex: 0x04 0x00 0x7F 0x12 0x7A
String: ....z

Element ID: VendorSpecific (221)
Length: 7
Hex: 0x00 0x0C 0x43 0x03 0x00 0x00 0x00
String: ..C....",3,3,65536,16777215,0,3,1,3,157,3,1,SHAW-5C0570,3,�'t�`K��s�i�,Intel(R) Dual Band Wireless-AC 3165,1,Free Tbaytel WiFi,Free Tbaytel WiFi,ESS,manual,open,none,,0,,3,XEROX CORPORATION,3,19962,0,D8B6B72A8103,3.85E+12,1
4,1,4,CB,0,1,7,1041,-87,21,100,2412000,1; 2; 5.5; 11; 18; 24; 36; 54; 6; 9; 12; 48,0,7,4,0,4,4,"SSID: CB
PHY ID: 0
BSSID: E4:18:6B:BE:11:36
BSS Type: Infrastructure
BSS PHY Type: Ht
RSSI: -87
Link quality: 21
In Regulatory Domain: True
Beacon Interval: 00:00:00.1024000
Timestamp: 197007395664
Host Timestamp: 132716228621059707
Capabilities: Ess, Privacy, ShortSlotTime (0411)
Channel Center Frequency (kHz): 2412000
Rates (Mbps): 1; 2; 5.5; 11; 18; 24; 36; 54; 6; 9; 12; 48
IE size: 294

Element ID: Ssid (0)
Length: 2
Value: CB

Element ID: SupportedRates (1)
Length: 8
Value: 1; 2; 5.5; 11; 18; 24; 36; 54

Element ID: DsssParameterSet (3)
Length: 1
Value: 1

Element ID: Erp (42)
Length: 1
Hex: 0x00
String: .

Element ID: 47 (47)
Length: 1
Hex: 0x00
String: .

Element ID: Rsn (48)
Length: 20
Version = 1
Group Data Cipher Suite = Ccmp (04AC0F00)
Pairwise Cipher Suite List = Ccmp (04AC0F00)
AKM Suite List = Psk (02AC0F00)
Capabilities = PtksaReplayCounter16, GtksaReplayCounter1 (000C)

Element ID: ExtendedSupportedRates (50)
Length: 4
Value: 6; 9; 12; 48

Element ID: BssLoad (11)
Length: 5
Hex: 0x00 0x00 0x6A 0x00 0x00
String: ..j..

Element ID: HtCapabilities (45)
Length: 26
Hex: 0xAC 0x18 0x1B 0xFF 0xFF 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: ...ÿÿ.....................

Element ID: HtOperation (61)
Length: 22
Hex: 0x01 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: ......................

Element ID: ExtendedCapabilities (127)
Length: 3
Hex: 0x00 0x00 0x08
String: ...

Element ID: VendorSpecific (221)
Length: 140
Hex: 0x00 0x50 0xF2 0x04 0x10 0x4A 0x00 0x01 0x10 0x10 0x44 0x00 0x01 0x02 0x10 0x3B 0x00 0x01 0x03 0x10 0x47 0x00 0x10 0x74 0xAE 0x8B 0x7C 0xE9 0xC9 0x66 0xD7 0x84 0xA7 0xA3 0x2E 0x6A 0xEC 0x58 0x89 0x10 0x21 0x00 0x05 0x5A 0x79 0x58 0x45 0x4C 0x10 0x23 0x00 0x0C 0x56 0x4D 0x47 0x34 0x33 0x32 0x35 0x2D 0x42 0x31 0x30 0x41 0x10 0x24 0x00 0x0C 0x56 0x4D 0x47 0x34 0x33 0x32 0x35 0x2D 0x42 0x31 0x30 0x41 0x10 0x42 0x00 0x07 0x39 0x36 0x33 0x36 0x38 0x47 0x57 0x10 0x54 0x00 0x08 0x00 0x06 0x00 0x50 0xF2 0x04 0x00 0x01 0x10 0x11 0x00 0x0C 0x56 0x4D 0x47 0x34 0x33 0x32 0x35 0x2D 0x42 0x31 0x30 0x41 0x10 0x08 0x00 0x02 0x20 0x0C 0x10 0x3C 0x00 0x01 0x01 0x10 0x49 0x00 0x06 0x00 0x37 0x2A 0x00 0x01 0x20
String: .Pò..J....D.........G..t...éÉf.....jìX.....ZyXEL....VMG4325.B10A....VMG4325.B10A.B..96368GW.T.....Pò.......VMG4325.B10A............I...7....

Element ID: VendorSpecific (221)
Length: 9
Hex: 0x00 0x10 0x18 0x02 0x00 0x00 0x0C 0x00 0x00
String: .........

Element ID: VendorSpecific (221)
Length: 24
Hex: 0x00 0x50 0xF2 0x02 0x01 0x01 0x80 0x00 0x03 0xA4 0x00 0x00 0x27 0xA4 0x00 0x00 0x42 0x43 0x5E 0x00 0x62 0x32 0x2F 0x00
String: .Pò.............BC..b2..",4,3,131072,16777215,0,4,1,5,0x01 0x03 0x00 0x00,4,1,Madden Family,4,�'t�`K��s�i�,Intel(R) Dual Band Wireless-AC 3165,1,Home,Home,ESS,auto,WPA2PSK,AES,swordfish,0,,4,OMRON TATEISI ELECTRONICS CO.,4,1,0,E4186BBE1136,5.94E+13,1
5,1,5,,0,1,7,5425,-86,23,100,2462000,6; 9; 12; 18; 24; 36; 48; 54,0,6,4,0,5,5,"SSID: 
PHY ID: 0
BSSID: 10:33:BF:F5:5C:6F
BSS Type: Infrastructure
BSS PHY Type: Ht
RSSI: -86
Link quality: 23
In Regulatory Domain: True
Beacon Interval: 00:00:00.1024000
Timestamp: 197028442515
Host Timestamp: 132716228627922355
Capabilities: Ess, Privacy, ShortPreamble, SpectrumMgmt, ShortSlotTime, RadioMeasurement (1531)
Channel Center Frequency (kHz): 2462000
Rates (Mbps): 6; 9; 12; 18; 24; 36; 48; 54
IE size: 247

Element ID: Ssid (0)
Length: 0
Value: 

Element ID: SupportedRates (1)
Length: 8
Value: 6; 9; 12; 18; 24; 36; 48; 54

Element ID: DsssParameterSet (3)
Length: 1
Value: 11

Element ID: Tim (5)
Length: 4
Hex: 0x01 0x03 0x00 0x00
String: ....

Element ID: Country (7)
Length: 6
Hex: 0x43 0x41 0x04 0x01 0x0B 0x1E
String: CA....

Element ID: _20_40BssCoexistence (72)
Length: 1
Hex: 0x00
String: .

Element ID: OverlappingBssScanParameters (74)
Length: 14
Hex: 0x14 0x00 0x0A 0x00 0xC8 0x00 0xC8 0x00 0x14 0x00 0x05 0x00 0x19 0x00
String: ....È.È.......

Element ID: PowerConstraint (32)
Length: 1
Hex: 0x00
String: .

Element ID: Erp (42)
Length: 1
Hex: 0x00
String: .

Element ID: HtCapabilities (45)
Length: 26
Hex: 0xAD 0x01 0x17 0xFF 0xFF 0x00 0x00 0x7E 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x01 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: ...ÿÿ.....................

Element ID: HtOperation (61)
Length: 22
Hex: 0x0B 0x08 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: ......................

Element ID: VendorSpecific (221)
Length: 24
Hex: 0x00 0x50 0xF2 0x02 0x01 0x01 0x83 0x00 0x03 0xA4 0x00 0x00 0x27 0xA4 0x00 0x00 0x42 0x43 0x5E 0x00 0x62 0x32 0x2F 0x00
String: .Pò.............BC..b2..

Element ID: Rsn (48)
Length: 24
Version = 1
Group Data Cipher Suite = Tkip (02AC0F00)
Pairwise Cipher Suite List = Ccmp (04AC0F00), Tkip (02AC0F00)
AKM Suite List = Pmksa (01AC0F00)
Capabilities = PtksaReplayCounter1, GtksaReplayCounter1 (0000)

Element ID: VendorSpecific (221)
Length: 26
Hex: 0x00 0x50 0xF2 0x01 0x01 0x00 0x00 0x50 0xF2 0x02 0x02 0x00 0x00 0x50 0xF2 0x04 0x00 0x50 0xF2 0x02 0x01 0x00 0x00 0x50 0xF2 0x01
String: .Pò....Pò....Pò..Pò....Pò.

Element ID: VendorSpecific (221)
Length: 34
Hex: 0x00 0x26 0x86 0x01 0x03 0x00 0xDD 0x00 0x00 0x00 0x26 0x08 0x0E 0x16 0x00 0x6C 0x02 0x30 0x5F 0x31 0xFD 0x68 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x40 0x00 0x0F 0xFF
String: ......Ý........l.0.1ýh...........ÿ

Element ID: VendorSpecific (221)
Length: 6
Hex: 0x00 0x26 0x86 0x17 0x00 0x00
String: ......

Element ID: ExtendedCapabilities (127)
Length: 8
Hex: 0x01 0x00 0x08 0x02 0x00 0x40 0x00 0x40
String: ........

Element ID: RmEnabledCapabilities (70)
Length: 5
Hex: 0x72 0x00 0x00 0x00 0x00
String: r....",5,3,196608,16777215,0,5,1,7,0x43 0x41 0x20 0x24 0x01 0x1E 0x28 0x01 0x1E 0x2C 0x01 0x1E 0x30 0x01 0x1E 0x34 0x01 0x18 0x38 0x01 0x18 0x3C 0x01 0x18 0x40 0x01 0x18 0x64 0x01 0x18 0x68 0x01 0x18 0x6C 0x01 0x18 0x70 0x01 0x18 0x84 0x01 0x18 0x88 0x01 0x18 0x8C 0x01 0x18 0x90 0x01 0x18 0x95 0x01 0x1E 0x99 0x01 0x1E 0x9D 0x01 0x1E 0xA1 0x01 0x1E 0x00,5,1,Weeder 95,5,�'t�`K��s�i�,Intel(R) Dual Band Wireless-AC 3165,1,OnePlus 5T,OnePlus 5T,ESS,auto,open,none,,0,,5,MATRIX CORPORATION,5,1,0,1033BFF55C6F,1.22E+14,1
6,1,6,,0,1,7,5425,-86,23,100,2462000,6; 9; 12; 18; 24; 36; 48; 54,0,6,4,0,6,6,"SSID: 
PHY ID: 0
BSSID: 10:33:BF:F5:5C:6B
BSS Type: Infrastructure
BSS PHY Type: Ht
RSSI: -86
Link quality: 23
In Regulatory Domain: True
Beacon Interval: 00:00:00.1024000
Timestamp: 197028442118
Host Timestamp: 132716228627922355
Capabilities: Ess, Privacy, ShortPreamble, SpectrumMgmt, ShortSlotTime, RadioMeasurement (1531)
Channel Center Frequency (kHz): 2462000
Rates (Mbps): 6; 9; 12; 18; 24; 36; 48; 54
IE size: 215

Element ID: Ssid (0)
Length: 0
Value: 

Element ID: SupportedRates (1)
Length: 8
Value: 6; 9; 12; 18; 24; 36; 48; 54

Element ID: DsssParameterSet (3)
Length: 1
Value: 11

Element ID: Tim (5)
Length: 4
Hex: 0x02 0x03 0x00 0x00
String: ....

Element ID: Country (7)
Length: 6
Hex: 0x43 0x41 0x04 0x01 0x0B 0x1E
String: CA....

Element ID: _20_40BssCoexistence (72)
Length: 1
Hex: 0x00
String: .

Element ID: OverlappingBssScanParameters (74)
Length: 14
Hex: 0x14 0x00 0x0A 0x00 0xC8 0x00 0xC8 0x00 0x14 0x00 0x05 0x00 0x19 0x00
String: ....È.È.......

Element ID: PowerConstraint (32)
Length: 1
Hex: 0x00
String: .

Element ID: Erp (42)
Length: 1
Hex: 0x00
String: .

Element ID: HtCapabilities (45)
Length: 26
Hex: 0xAD 0x01 0x17 0xFF 0xFF 0x00 0x00 0x7E 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x01 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: ...ÿÿ.....................

Element ID: HtOperation (61)
Length: 22
Hex: 0x0B 0x08 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00
String: ......................

Element ID: VendorSpecific (221)
Length: 24
Hex: 0x00 0x50 0xF2 0x02 0x01 0x01 0x87 0x00 0x03 0xA4 0x00 0x00 0x27 0xA4 0x00 0x00 0x42 0x43 0x5E 0x00 0x62 0x32 0x2F 0x00
String: .Pò.............BC..b2..

Element ID: Rsn (48)
Length: 20
Version = 1
Group Data Cipher Suite = Ccmp (04AC0F00)
Pairwise Cipher Suite List = Ccmp (04AC0F00)
AKM Suite List = Psk (02AC0F00)
Capabilities = PtksaReplayCounter1, GtksaReplayCounter1 (0000)

Element ID: VendorSpecific (221)
Length: 34
Hex: 0x00 0x26 0x86 0x01 0x03 0x00 0xDD 0x00 0x00 0x00 0x26 0x08 0x0E 0x16 0x00 0x6C 0x02 0x30 0x5F 0x31 0xFD 0x68 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x40 0x00 0x0F 0xFF
String: ......Ý........l.0.1ýh...........ÿ

Element ID: VendorSpecific (221)
Length: 6
Hex: 0x00 0x26 0x86 0x17 0x00 0x00
String: ......

Element ID: ExtendedCapabilities (127)
Length: 8
Hex: 0x01 0x00 0x08 0x02 0x00 0x40 0x00 0x40
String: ........

Element ID: RmEnabledCapabilities (70)
Length: 5
Hex: 0x72 0x00 0x00 0x00 0x00
String: r....",6,3,262144,16777215,0,6,1,32,0x00,6,1,SHAW-6522F0,6,�'t�`K��s�i�,Intel(R) Dual Band Wireless-AC 3165,1,OnePlus 5T 2,OnePlus 5T,ESS,auto,WPA2PSK,AES,f0ccd34536f5,0,,6,"CISCO SYSTEMS, INC.",6,1,0,1033BFF55C6B,1.18E+14,1
